data_type,framework,prompt,k,benchmark_count,subsets_per_benchmark,subset_evaluation_count,successful_subset_count,probability_validated_candidate,conditional_best_speedup,conditional_best_speedup_median,conditional_best_speedup_q1,conditional_best_speedup_q3,conditional_speedup_sample_count,expected_speedup_with_c_fallback,expected_improvement_over_c_pct,baseline_framework,attempt_count,validated_attempt_count,invalid_attempt_count,compile_error_count,runtime_error_count,numerical_mismatch_count,timeout_count,unclassified_invalid_count
DOUBLE,noarr,ChooseHints,1,26,5,130,108,0.8307692307692308,0.5891861944492424,1.345771144278607,0.909438775510204,2.1139455782312924,108,1.412385562772559,41.2385562772559,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,ChooseHints,2,26,10,260,228,0.8769230769230769,0.8674031977822253,1.6666666666666665,1.0476190476190477,2.333333333333333,228,1.553739697545643,55.3739697545643,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,ChooseHints,3,26,10,260,230,0.8846153846153846,1.104999647828792,1.6666666666666665,1.0833333333333333,2.3333333333333335,230,1.625708119936035,62.570811993603506,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,ChooseHints,4,26,5,130,115,0.8846153846153846,1.3379317233036798,1.6666666666666665,1.1153846153846154,2.3333333333333335,115,1.6672132832693525,66.72132832693525,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,ChooseHints,5,26,1,26,23,0.8846153846153846,1.5067986258040758,1.6666666666666665,1.1688034188034186,2.4166666666666665,23,1.691814349312338,69.18143493123381,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,FromPlan,1,26,5,130,98,0.7538461538461538,0.9542727258396873,1.1666666666666665,0.9118589743589745,1.8333333333333333,98,1.2732534189946803,27.325341899468025,c,130,98,32,24,2,6,0,0
DOUBLE,noarr,FromPlan,2,26,10,260,222,0.8538461538461538,1.2077110690033566,1.3787878787878787,0.9629629629629629,2.111111111111111,222,1.4093638721678328,40.936387216783274,c,130,98,32,24,2,6,0,0
DOUBLE,noarr,FromPlan,3,26,10,260,228,0.8769230769230769,1.3586349484192413,1.5019607843137253,1.0441176470588236,2.297872340425532,228,1.4963841591645997,49.63841591645996,c,130,98,32,24,2,6,0,0
DOUBLE,noarr,FromPlan,4,26,5,130,115,0.8846153846153846,1.462462182494509,1.6666666666666665,1.1019345238095237,2.333333333333333,115,1.5576549217828242,55.765492178282415,c,130,98,32,24,2,6,0,0
DOUBLE,noarr,FromPlan,5,26,1,26,23,0.8846153846153846,1.556342744710864,1.7843137254901962,1.158125,2.333333333333333,23,1.60814928044515,60.81492804451501,c,130,98,32,24,2,6,0,0
DOUBLE,noarr,Naive,1,26,5,130,107,0.823076923076923,1.3139482801187932,1.6666666666666665,1.0892857142857144,2.333333333333333,107,1.5253439019308157,52.53439019308157,c,130,107,23,15,0,8,0,0
DOUBLE,noarr,Naive,2,26,10,260,229,0.8807692307692307,1.5020390894583684,1.6666666666666665,1.1282051282051282,2.3872832369942194,229,1.65468433648208,65.468433648208,c,130,107,23,15,0,8,0,0
DOUBLE,noarr,Naive,3,26,10,260,230,0.8846153846153846,1.7281500501817817,1.75,1.1536144578313252,2.8,230,1.7161553840699575,71.61553840699575,c,130,107,23,15,0,8,0,0
DOUBLE,noarr,Naive,4,26,5,130,115,0.8846153846153846,1.8503115747232353,1.8333333333333333,1.1746031746031746,2.8210526315789473,115,1.7514774061699294,75.14774061699295,c,130,107,23,15,0,8,0,0
DOUBLE,noarr,Naive,5,26,1,26,23,0.8846153846153846,1.884372485956635,1.8333333333333333,1.2192460317460316,2.859459459459459,23,1.7797103643834418,77.97103643834417,c,130,107,23,15,0,8,0,0
