data_type,framework,prompt,k,benchmark_count,subsets_per_benchmark,subset_evaluation_count,successful_subset_count,probability_validated_candidate,conditional_best_speedup,conditional_best_speedup_median,conditional_best_speedup_q1,conditional_best_speedup_q3,conditional_speedup_sample_count,expected_speedup_with_c_fallback,expected_improvement_over_c_pct,baseline_framework,attempt_count,validated_attempt_count,invalid_attempt_count,compile_error_count,runtime_error_count,numerical_mismatch_count,timeout_count,unclassified_invalid_count
DOUBLE,exo,AllHints,1,26,5,130,89,0.6846153846153846,3.78717082294706,3.3310638297872335,1.0101800092312425,17.210688126148145,89,2.8972933752287138,189.7293375228714,c,130,89,41,34,0,7,0,0
DOUBLE,exo,AllHints,2,26,10,260,222,0.8538461538461538,4.664968367324759,4.0517332491486115,1.47196075075589,18.49907027883864,222,4.262196410996123,326.21964109961226,c,130,89,41,34,0,7,0,0
DOUBLE,exo,AllHints,3,26,10,260,240,0.9230769230769231,5.144938378119615,4.092106699703383,1.5841869779551585,19.624950667802175,240,5.1060114734847115,410.60114734847116,c,130,89,41,34,0,7,0,0
DOUBLE,exo,AllHints,4,26,5,130,124,0.9538461538461539,5.519775298284414,4.280860405301355,1.5897385496513654,19.774920038653214,124,5.666008519466251,466.6008519466251,c,130,89,41,34,0,7,0,0
DOUBLE,exo,AllHints,5,26,1,26,25,0.9615384615384616,5.795994301086662,4.280860405301355,1.7037111585681768,19.774920038653214,25,5.977603723194097,497.76037231940967,c,130,89,41,34,0,7,0,0
DOUBLE,exo,ChooseHints,1,26,5,130,87,0.6692307692307692,4.0727350495281796,3.9392366412213735,1.0344845587919886,17.836113123683475,87,2.939926523192448,193.9926523192448,c,130,87,43,38,0,5,0,0
DOUBLE,exo,ChooseHints,2,26,10,260,222,0.8538461538461538,4.662617111151869,4.211883774077702,1.5520195151212255,18.93229495502378,222,4.247803554979082,324.78035549790815,c,130,87,43,38,0,5,0,0
DOUBLE,exo,ChooseHints,3,26,10,260,236,0.9076923076923077,5.039083076905951,4.268134524606765,1.599553391029354,19.350356674863868,236,4.83698029994266,383.698029994266,c,130,87,43,38,0,5,0,0
DOUBLE,exo,ChooseHints,4,26,5,130,122,0.9384615384615385,5.142649598520193,4.268134524606765,1.6906605828848467,19.480762362537508,122,5.171557754731568,417.1557754731568,c,130,87,43,38,0,5,0,0
DOUBLE,exo,ChooseHints,5,26,1,26,25,0.9615384615384616,5.139089619503196,4.268134524606765,1.6906605828848467,19.480762362537508,25,5.359428936041797,435.94289360417974,c,130,87,43,38,0,5,0,0
DOUBLE,exo,FromPlan,1,26,5,130,56,0.4307692307692308,1.6668266963007756,1.1681473214220903,0.9725343213595425,3.251587894015644,56,1.3656143190394094,36.56143190394094,c,130,56,74,73,0,1,0,0
DOUBLE,exo,FromPlan,2,26,10,260,176,0.676923076923077,1.7421620988246276,1.343211986682511,0.9725343213595425,3.270269318946879,176,1.6918294482619474,69.18294482619474,c,130,56,74,73,0,1,0,0
DOUBLE,exo,FromPlan,3,26,10,260,211,0.8115384615384615,1.8499708158763606,1.5009971609052224,1.0022920641013084,3.2819013016568674,211,1.9740914519913728,97.40914519913728,c,130,56,74,73,0,1,0,0
DOUBLE,exo,FromPlan,4,26,5,130,115,0.8846153846153846,2.0009386282818045,1.6019310334469432,1.0077478323974498,3.293533284366856,115,2.232110680965123,123.21106809651229,c,130,56,74,73,0,1,0,0
DOUBLE,exo,FromPlan,5,26,1,26,24,0.9230769230769231,2.212206510857014,1.8736936835212687,1.0307696440811691,3.6233702530614513,24,2.4936267025327625,149.36267025327626,c,130,56,74,73,0,1,0,0
DOUBLE,exo,Naive,1,26,5,130,81,0.6230769230769231,2.669620125768199,2.03847036814486,1.0060836979364276,5.2050261259019655,81,2.0232354848837937,102.32354848837937,c,130,81,49,44,0,5,0,0
DOUBLE,exo,Naive,2,26,10,260,209,0.8038461538461539,3.3445342668202214,3.2707613963331905,1.0363420427553445,7.681638158700607,209,2.947935267002103,194.7935267002103,c,130,81,49,44,0,5,0,0
DOUBLE,exo,Naive,3,26,10,260,228,0.8769230769230769,3.8190656228144984,3.340794385253568,1.0917549508518678,19.052840245210234,228,3.601587303670851,260.1587303670851,c,130,81,49,44,0,5,0,0
DOUBLE,exo,Naive,4,26,5,130,120,0.9230769230769231,4.046884159603785,3.3763624496677433,1.1263676241517762,19.301597658372724,120,4.030188235924691,303.0188235924691,c,130,81,49,44,0,5,0,0
DOUBLE,exo,Naive,5,26,1,26,25,0.9615384615384616,4.213085730611861,3.4035182955427503,1.1379051819184123,19.301597658372724,25,4.417226329339917,341.72263293399175,c,130,81,49,44,0,5,0,0
DOUBLE,halide,AllHints,1,26,5,130,33,0.25384615384615383,3.3561661476944535,1.4690788485948651,0.7184452351557101,22.702130616916296,33,1.4662678695866391,46.626786958663914,c,130,33,97,47,41,7,2,0
DOUBLE,halide,AllHints,2,26,10,260,108,0.4153846153846154,3.444636254912025,1.4690788485948651,0.7184452351557101,23.127295806769418,108,1.875067188070683,87.50671880706831,c,130,33,97,47,41,7,2,0
DOUBLE,halide,AllHints,3,26,10,260,132,0.5076923076923077,3.5134476800297954,1.4231393129473067,0.7729850800766278,24.402791376328775,132,2.156079546667308,115.60795466673079,c,130,33,97,47,41,7,2,0
DOUBLE,halide,AllHints,4,26,5,130,72,0.5538461538461539,3.53121346428052,1.3771997772997482,0.7842682796434195,24.402791376328775,72,2.2983247078255045,129.83247078255044,c,130,33,97,47,41,7,2,0
DOUBLE,halide,AllHints,5,26,1,26,15,0.5769230769230769,3.452685350548023,1.3771997772997482,0.9030638213758166,23.45944542049157,15,2.341590157109501,134.15901571095011,c,130,33,97,47,41,7,2,0
DOUBLE,halide,ChooseHints,1,26,5,130,34,0.26153846153846155,2.33008498988539,1.2057405543089048,0.7094289478180462,17.962016577877822,34,1.3892524716873516,38.925247168735154,c,130,34,96,44,46,5,1,0
DOUBLE,halide,ChooseHints,2,26,10,260,110,0.4230769230769231,2.614824633796993,1.4059534898821673,0.7326807293411817,18.802177922857833,110,1.7544898836887726,75.44898836887725,c,130,34,96,44,46,5,1,0
DOUBLE,halide,ChooseHints,3,26,10,260,137,0.5269230769230769,2.894184824894458,1.4059534898821673,0.8115206710032715,18.802177922857833,137,2.0682718511668643,106.82718511668642,c,130,34,96,44,46,5,1,0
DOUBLE,halide,ChooseHints,4,26,5,130,78,0.6,3.157193390324614,1.4078676817072724,0.8151533237307569,18.802177922857833,78,2.3217788334009573,132.17788334009572,c,130,34,96,44,46,5,1,0
DOUBLE,halide,ChooseHints,5,26,1,26,17,0.6538461538461539,3.4507068200646054,1.4078676817072724,0.8260512819132131,18.802177922857833,17,2.515537631379001,151.55376313790012,c,130,34,96,44,46,5,1,0
DOUBLE,halide,FromPlan,1,26,5,130,28,0.2153846153846154,2.357882483094525,1.4533999971642393,0.6208057380968006,9.866832410127769,28,1.311957936487228,31.195793648722802,c,130,28,102,40,61,1,0,0
DOUBLE,halide,FromPlan,2,26,10,260,91,0.35,2.7227067073896634,1.6947882158963432,0.620862744988634,29.047338772552084,91,1.6151143772274372,61.51143772274372,c,130,28,102,40,61,1,0,0
DOUBLE,halide,FromPlan,3,26,10,260,117,0.45,2.9928509294978185,1.6947882158963432,0.633843177520051,34.010903833651106,117,1.888163646900959,88.81636469009591,c,130,28,102,40,61,1,0,0
DOUBLE,halide,FromPlan,4,26,5,130,68,0.5230769230769231,3.1667794844474604,1.6947882158963432,0.7732518279715352,35.632699446627534,68,2.1089139943796953,110.89139943796953,c,130,28,102,40,61,1,0,0
DOUBLE,halide,FromPlan,5,26,1,26,15,0.5769230769230769,3.1591791911175373,1.6947882158963432,0.8511786367989087,21.98570828743824,15,2.2507709481932556,125.07709481932557,c,130,28,102,40,61,1,0,0
DOUBLE,halide,Naive,1,26,5,130,42,0.3230769230769231,4.358332259800886,3.6812089528835266,1.0243531983580985,25.542894487372724,42,1.7737934625237965,77.37934625237966,c,130,42,88,36,43,6,3,0
DOUBLE,halide,Naive,2,26,10,260,132,0.5076923076923077,4.646492164445757,3.759874185576275,1.0033946784867804,29.047361778613904,132,2.4964122263353676,149.64122263353676,c,130,42,88,36,43,6,3,0
DOUBLE,halide,Naive,3,26,10,260,160,0.6153846153846154,4.781381207557032,3.759874185576275,1.0033946784867804,29.98889471860746,160,3.0515674648667535,205.15674648667533,c,130,42,88,36,43,6,3,0
DOUBLE,halide,Naive,4,26,5,130,89,0.6846153846153846,4.735502595507826,3.759874185576275,1.0033946784867804,32.81349353858814,89,3.44457764331277,244.457764331277,c,130,42,88,36,43,6,3,0
DOUBLE,halide,Naive,5,26,1,26,19,0.7307692307692307,4.597612694311967,3.759874185576275,0.8957836605525639,31.633008647023612,19,3.707642851542652,270.76428515426517,c,130,42,88,36,43,6,3,0
DOUBLE,noarr,AllHints,1,26,5,130,110,0.8461538461538461,1.986362728771301,1.6012282767245214,1.0166300532210197,3.167049671396791,110,1.8860763315433313,88.60763315433313,c,130,110,20,13,0,7,0,0
DOUBLE,noarr,AllHints,2,26,10,260,228,0.8769230769230769,2.6481486945158608,2.2338845937227996,1.0961456143473405,3.465596904973171,228,2.383360834016426,138.33608340164258,c,130,110,20,13,0,7,0,0
DOUBLE,noarr,AllHints,3,26,10,260,230,0.8846153846153846,3.0765945092228812,2.804094947847362,1.2426653883029721,3.6018984977156085,230,2.708040616001173,170.8040616001173,c,130,110,20,13,0,7,0,0
DOUBLE,noarr,AllHints,4,26,5,130,115,0.8846153846153846,3.3846670198934667,3.0272937115553837,1.2506572898295916,4.304366951931536,115,2.94236938778785,194.236938778785,c,130,110,20,13,0,7,0,0
DOUBLE,noarr,AllHints,5,26,1,26,23,0.8846153846153846,3.6338593095627085,3.0272937115553837,1.303699779905668,4.717741487197303,23,3.131195976074232,213.1195976074232,c,130,110,20,13,0,7,0,0
DOUBLE,noarr,ChooseHints,1,26,5,130,108,0.8307692307692308,1.5309824367125873,1.2839436544473235,1.001649222381105,3.110832355987256,108,1.5626822896879908,56.268228968799086,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,ChooseHints,2,26,10,260,228,0.8769230769230769,1.7900473455277697,1.7959910201581513,1.0085045988561974,3.274329030838704,228,1.7750760730340829,77.50760730340829,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,ChooseHints,3,26,10,260,230,0.8846153846153846,1.9223991486060943,2.239848041480569,1.016721512457121,3.310853878376876,230,1.8630973274621947,86.30973274621947,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,ChooseHints,4,26,5,130,115,0.8846153846153846,2.0056071306270775,2.5189227447200593,1.0435169457251476,3.368726211253072,115,1.9102859146224513,91.02859146224513,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,ChooseHints,5,26,1,26,23,0.8846153846153846,2.076169506290744,2.612024510101316,1.0440584755141793,3.3785558784237457,23,1.9534968894379818,95.34968894379818,c,130,108,22,13,0,9,0,0
DOUBLE,noarr,FromPlan,1,26,5,130,98,0.7538461538461538,1.3783741066583108,1.3275369716160323,1.000733355489336,1.95897641774712,98,1.3849447433846824,38.494474338468244,c,130,98,32,24,2,5,1,0
DOUBLE,noarr,FromPlan,2,26,10,260,222,0.8538461538461538,1.539156186632507,1.3869228112979184,1.042836993995707,2.295590866042302,222,1.5489797364491238,54.897973644912376,c,130,98,32,24,2,5,1,0
DOUBLE,noarr,FromPlan,3,26,10,260,228,0.8769230769230769,1.649012883116172,1.6101504476282664,1.0616845126393641,2.437297612960981,228,1.6465051992937771,64.65051992937771,c,130,98,32,24,2,5,1,0
DOUBLE,noarr,FromPlan,4,26,5,130,115,0.8846153846153846,1.7300020931121922,1.7633903566487834,1.0840720978110163,2.508657546518815,115,1.7076029118708396,70.76029118708395,c,130,98,32,24,2,5,1,0
DOUBLE,noarr,FromPlan,5,26,1,26,23,0.8846153846153846,1.7928430192178368,1.7668958895402693,1.110649612239345,2.7544627469702267,23,1.7457712367575013,74.57712367575013,c,130,98,32,24,2,5,1,0
DOUBLE,noarr,Naive,1,26,5,130,107,0.823076923076923,1.34058879296253,1.0489389461352077,0.9937600606672349,2.2754773077502026,107,1.396304918274271,39.63049182742711,c,130,107,23,15,0,8,0,0
DOUBLE,noarr,Naive,2,26,10,260,229,0.8807692307692307,1.5084688330186191,1.3569236059636756,1.0064789016867035,2.534071966076522,229,1.5399695006853291,53.99695006853291,c,130,107,23,15,0,8,0,0
DOUBLE,noarr,Naive,3,26,10,260,230,0.8846153846153846,1.6741332561494977,1.7536658523775313,1.045165471705756,2.6256281407035176,230,1.6349722068903547,63.49722068903547,c,130,107,23,15,0,8,0,0
DOUBLE,noarr,Naive,4,26,5,130,115,0.8846153846153846,1.774560003095509,1.760764389579936,1.0489003673765467,2.72287093021995,115,1.697298534160477,69.72985341604769,c,130,107,23,15,0,8,0,0
DOUBLE,noarr,Naive,5,26,1,26,23,0.8846153846153846,1.8318533947057667,1.9944225956381838,1.055358612190167,2.72287093021995,23,1.7448819543471856,74.48819543471856,c,130,107,23,15,0,8,0,0
