framework,prompt,k,benchmark_count,subsets_per_benchmark,subset_evaluation_count,successful_subset_count,probability_validated_candidate,conditional_best_speedup,conditional_best_speedup_median,conditional_best_speedup_q1,conditional_best_speedup_q3,conditional_speedup_sample_count,expected_speedup_with_c_fallback,expected_improvement_over_c_pct,baseline_framework,attempt_count,validated_attempt_count,invalid_attempt_count,compile_error_count,runtime_error_count,numerical_mismatch_count,timeout_count,unclassified_invalid_count
halide,FromPlan,5,26,1,26,14,0.5384615384615384,0.11473882075345113,0.07787075843469599,0.03631862946042073,0.4008747697974218,14,1.023584322430777,2.3584322430777016,c,130,23,107,40,66,1,0,0
halide,Naive,1,26,5,130,32,0.24615384615384617,0.23424615817210667,0.30353255486423014,0.10769370999540877,0.664783323499831,32,1.0330916499600904,3.3091649960090397,c,130,32,98,36,55,7,0,0
halide,Naive,2,26,10,260,106,0.4076923076923077,0.23779461895584575,0.3133384790678869,0.10655737704918031,0.7856474258970361,106,1.0563659814743915,5.6365981474391535,c,130,32,98,36,55,7,0,0
halide,Naive,3,26,10,260,133,0.5115384615384615,0.24292252824276486,0.32183908045977005,0.10655737704918031,0.7856474258970361,133,1.0709584348551673,7.0958434855167285,c,130,32,98,36,55,7,0,0
halide,Naive,4,26,5,130,75,0.5769230769230769,0.2515239981118377,0.3499347136728222,0.09988525426706335,0.7856474258970361,75,1.0783492136471293,7.834921364712932,c,130,32,98,36,55,7,0,0
halide,Naive,5,26,1,26,16,0.6153846153846154,0.26699829626197213,0.38242040847960357,0.10322131565812183,0.812613622037807,16,1.0802413229642869,8.024132296428688,c,130,32,98,36,55,7,0,0
noarr,AllHints,1,26,5,130,110,0.8461538461538461,0.7080265256478578,1.2538657514170237,0.6174619202096806,1.7764127764127764,110,1.420164601117576,42.016460111757596,c,130,110,20,13,0,7,0,0
noarr,AllHints,2,26,10,260,228,0.8769230769230769,1.2368723911462296,1.4615384615384617,1.1333333333333333,2.508678881388621,228,1.6350639144049746,63.50639144049745,c,130,110,20,13,0,7,0,0
noarr,AllHints,3,26,10,260,230,0.8846153846153846,1.5784483797097508,1.6179407713498621,1.167820990942994,3.0333333333333337,230,1.752223643991515,75.2223643991515,c,130,110,20,13,0,7,0,0
noarr,AllHints,4,26,5,130,115,0.8846153846153846,1.7701101538358206,1.625,1.3076923076923075,3.0333333333333337,115,1.818083542329404,81.80835423294039,c,130,110,20,13,0,7,0,0
noarr,AllHints,5,26,1,26,23,0.8846153846153846,1.861211006137575,1.727272727272727,1.3278069668840589,3.085294117647059,23,1.8612523399535479,86.12523399535479,c,130,110,20,13,0,7,0,0
noarr,ChooseHints,1,26,5,130,108,0.8307692307692308,0.9064504126828811,1.3476057614346353,1.0025437272608297,2.4705882352941178,108,1.491333544025418,49.133354402541805,c,130,108,22,13,0,9,0,0
